Series Name,Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Primary education, pupils",Cuba,..,..,..,..,..,..,..,..,..,..,..,1530376,1631187,1733208,1778724,1799857,1795752,1747738,1693942,1626386,1550323,1468538,1409765,1363078,1282989,1174453,1077213,1000971,936914,899936,885576,887737,917889,942431,983459,1007769,1074153,1094868,1081085,1074097,1045578,1006888,971542,925335,906293,895045,889834,883132,871444,868477,852744,828293,803194,772023,763364,745733,735405,733770,741269,750567,759803,755990,749224
"Primary education, pupils",Curacao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19150,18812,18483,20812,17967,18032,17901,17936,17670,17271,12922,14247,13624
"Primary education, pupils",Cyprus,..,..,..,..,..,..,..,..,..,..,..,69160,66027,64186,63446,56649,56602,55366,55166,54309,50579,48701,46095,46198,46653,47381,50990,54254,56530,58720,60841,62962,63454,64313,64907,64884,64660,64761,..,64248,63952,63637,63717,62868,61731,61247,59710,57785,56799,55837,54806,54371,54272,54069,53129,53773,54541,55862,57079,58473,59195,58543,..
"Primary education, pupils",Czechia,..,..,..,..,..,..,..,..,..,..,..,672455,689139,697540,700364,691700,676554,672390,682519,699852,..,647029,683089,712249,721209,708522,694659,668890,633509,599705,566762,545814,537996,528750,538612,538743,541671,659263,662647,654511,644956,630680,603843,566581,534366,502831,473269,462820,459899,460486,463357,468273,477413,491828,510613,534932,557455,575980,583522,581823,571922,563645,..
"Primary education, pupils",Denmark,..,..,..,..,..,..,..,..,..,..,..,443031,451643,467405,482465,487329,490891,472134,461838,448370,442931,434635,432127,431946,426766,415148,402707,391895,380049,363031,350201,340267,327024,323651,326619,328875,336690,..,360683,371694,384197,395870,415205,..,419806,414103,415793,415793,410400,406622,403344,470807,470711,469568,467484,468536,471787,472523,468362,461874,452253,443943,..
"Primary education, pupils",Djibouti,..,..,..,..,..,..,..,..,..,..,..,6422,6968,7781,8524,9306,9764,10198,12782,14121,15227,16841,18896,20433,21847,22533,25212,27136,28844,29833,31378,31706,33251,30589,33005,35024,36223,36896,37217,38194,38191,42392,44321,46364,48713,50651,53745,56667,56395,55546,..,60992,63612,63368,64319,62940,61755,61846,62979,68701,69134,70324,71958
"Primary education, pupils",Dominica,..,..,..,..,..,..,..,..,..,..,..,17808,17758,17533,17048,17675,17166,17570,17402,16540,15601,14815,14803,..,13283,..,12340,12772,12600,..,12690,12836,12120,12795,12822,12627,..,..,..,12044,11774,11430,10984,10460,9872,9441,8912,8643,8369,8231,8138,8138,8144,7851,7695,7535,7323,7140,..,6144,6185,6142,..
"Primary education, pupils",Dominican Republic,..,..,..,..,..,..,..,..,..,..,..,764085,823553,833439,836942,867592,911142,934769,946869,1032508,1069117,1105730,1149805,1092838,1121851,1205582,1219681,..,..,..,..,1073189,1090637,1122294,1121819,1121000,1171518,1170445,1267254,1315342,1363609,..,1399844,1374624,1281885,1289745,1234450,1355085,1305661,1333468,1317802,1310199,1283515,1291154,1267930,1307128,1287118,1253342,1226414,1300211,1223677,1116804,1155182
"Primary education, pupils",Ecuador,..,..,..,..,..,..,..,..,..,..,..,984000,1018800,1065000,1129600,1164223,1216233,1256418,1307158,1404201,1450109,1534258,1589997,1633516,1677364,1700755,1738549,1789982,1822252,1827920,1842953,1846338,2019850,1986753,1751123,1777304,1812255,1888172,1882945,1899466,1925420,1955060,1982636,1987465,1989665,1997624,2006430,2039168,2008015,2098874,2114197,2128039,2089088,2068184,2093835,1998135,1951188,1929416,1932261,1904379,1876429,1849678,1845550
"Primary education, pupils","Egypt, Arab Rep.",..,..,..,..,..,..,..,..,..,..,..,3794911,3928634,4046863,3989861,4145454,4181198,4217845,4290364,4375272,4537233,4662816,4876462,5181611,5509852,5856704,6214250,6613503,7034617,7343716,6578126,6964306,6541725,6791128,7732308,7313038,8185030,8243137,..,8086230,7947488,7856340,7855433,7874308,7928380,9563627,9794591,9988181,..,10407187,10542138,10266010,10945595,11102706,11128030,..,11764161,12161376,12643289,13265036,13912595,14555423,13818245
"Primary education, pupils",El Salvador,..,..,..,..,..,..,..,..,..,..,509985,535113,541931,588213,613810,640615,667647,690140,718049,748979,695829,585889,667002,700719,730090,..,..,837520,853058,833279,..,809487,829235,834134,..,838509,902559,933822,925511,939877,949077,967748,987676,1016098,1045485,1045484,1035100,1075041,993795,963524,939726,900681,858864,817275,777043,741394,711182,678137,662740,626300,616870,603304,..
"Primary education, pupils",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,31600,..,..,35977,..,..,..,..,..,..,44499,45428,52021,61532,..,..,..,..,..,..,..,..,72725,75751,..,..,..,..,74940,73377,78477,78390,73771,..,75809,..,..,81099,82417,85061,86821,92029,..,..,93396,102812,110684,113561,118004,..,..,..
"Primary education, pupils",Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,128504,115869,109087,150870,184492,207099,224287,241725,240737,..,261963,295941,298691,330278,359299,374997,377512,364263,331855,314034,300129,286021,311737,334245,396398,361604,361684,353859,347009,349753,347482,..,..,..
"Primary education, pupils",Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131705,133655,134854,135649,136956,138573,148545,153202,153395,128132,127389,126050,122111,120667,121404,125718,126800,127823,126671,123406,117289,108637,100171,92098,85539,79589,76026,74629,73563,72955,73054,74249,75644,77215,79594,82824,85617,88107,89618,89702,88991.5,..
"Primary education, pupils",Eswatini,..,..,..,..,..,..,..,..,..,..,69055,71455,76343,81694,86110,89528,92721,96835,100700,105607,112019,119913,125303,129767,134528,139345,142206,147743,152895,157345,166454,172908,180285,186271,192599,201307,202439,205829,208779,213041,213986,212063,209037,208444,218352,221596,229686,232572,..,231349,241237,239721,239422,239019,240437,241404,239028,237451,237074,236002,..,..,..
"Primary education, pupils",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,655427,716729,762686,859831,959822,1084307,1176636,1143207,1377703,1811251,2130716,2374362,2511050,2497114,2407380,2448778,2736517,2884033,2855846,2662214,2466464,2063636,1855894,2283638,2722192,3380068,4007694,5092770,5167582,5847259,6650841,7213043,7623074,8269663,10019729,10971581,12174719,13379059,13570558,13635289,14297969,14532477,14279462,15733276,16198047,16695443,16844906,16997650,16358329,20419152,18447496,15521017
"Primary education, pupils",Faroe Islands,..,..,..,..,..,..,..,..,..,..,..,5539,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Fiji,..,..,..,..,..,..,..,..,..,..,97103,100508,102874,105659,105893,104950,103396,101986,101149,99119,98890,99418,..,102319,105176,109032,112422,114740,..,..,..,122008,121397,..,121290,118631,115666,115965,116410,115945,114710,115312,114267,113432,113449,..,109702,103641,102543,100967,..,101384,102778,105035,105951,108899,109752,112112,114243,121666,120356,118951,115617
"Primary education, pupils",Finland,..,..,..,..,..,..,..,..,..,..,..,386230,379611,380865,393242,406058,453737,438804,422638,406921,390492,373347,365418,365965,369047,373583,379339,386914,389485,388756,389067,390587,392695,392537,390892,387306,384369,380932,381078,382746,388063,392150,393267,392741,387934,381785,372128,364902,357403,351095,347060,345615,347245,348432,351766,355231,359635,363990,368852,371103,373173,371364,..
"Primary education, pupils",France,..,..,..,..,..,..,..,..,..,..,..,4939683,4853725,4759935,4724128,4670406,4601550,4568134,4618436,4647552,4650954,4610361,4535613,4387003,4259598,4126435,4115846,4118403,4151664,4176391,4163161,4149143,4109797,4060408,4078370,4071599,4065005,4004704,3979453,3944227,3884560,3837902,3807739,3791555,3783197,4015490,4051861,4105628,4139284,4152622,4159086,4171826,4155596,4171003,4188552,4255988,4284172,4309942,4302412,4299109,4279257,4258764,..
"Primary education, pupils",French Polynesia,..,..,..,..,..,..,..,..,..,..,..,24148,24822,25510,26667,27780,28533,28883,29528,29581,29482,29245,29012,29384,27944,27401,..,..,27259,27467,27854,28270,28195,29132,29600,30037,29415,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Gabon,..,..,..,..,..,..,..,..,..,..,..,100625,105601,110466,114172,121407,128552,130398,140632,141569,148520,155081,160349,165559,172201,178813,183607,191280,195049,207023,..,..,210000,..,229713,247018,250693,256171,..,265244,..,265714,281871,279816,..,..,..,..,..,..,..,317946,..,..,..,..,..,..,..,269677,..,..,..
"Primary education, pupils","Gambia, The",..,..,..,..,..,..,..,..,..,..,..,17140,17463,19421,20724,22424,24617,25513,27560,32220,37468,47101,53000,58356,64531,69512,72917,74455,75093,73673,77767,86307,90645,97262,105471,113241,124513,133409,141567,170371,174626,181835,182562,196426,204731,205347,207474,218638,220931,224058,229013,228495,244033,255957,274903,293503,308729,329828,350323,374678,393057,401333,414477
"Primary education, pupils",Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,322292,..,..,..,..,311458,..,..,..,..,352393,344447,309153,301732,291175,288509,293325,301022,302488,298352,277119,255029,239298,363951,338222,326597,322249,311265,298935,289137,285539,287245,287343,285329,288541,291447,301094,305368,316542,325016,336036,346163
"Primary education, pupils",Germany,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3431385,3438052,3582582,3639717,3727157,3804887,3859490,3865724,3767460,3655859,3519051,3373176,3303737,3305386,3306136,3329349,3311285,3236158,3150822,3067521,2989678,2936751,2890468,2862690,2879394,2895195,2954775,2987112,2996959,3014502,3038181,..
"Primary education, pupils",Ghana,..,..,..,..,..,..,..,..,..,..,..,966906,975042,1025872,1035163,1072032,1180449,1237557,1270770,1320757,1371730,1443000,1504732,1504982,1481398,1550624,1505819,1565236,1581870,1705843,1703074,1945422,2011602,2047288,2138635,2154646,2197172,2333347,..,2377444,2560886,2446417,2586434,2524237,2678912,2929536,3130575,3367157,3625178,3659116,..,3860381,4062026,4105913,4117152,4342315,4358176,4393061,4401194,4549875,4584381,4729514,..
"Primary education, pupils",Gibraltar,..,..,..,..,..,..,..,..,..,..,..,3382,3821,2812,2823,2759,2808,2677,2778,2737,2702,2750,2844,2852,2934,2830,..,..,..,..,..,..,..,..,..,..,..,2729,..,2607,2366,2377,..,..,..,..,..,..,3211,3255,..,..,..,..,..,..,2796,2834,..,2889,2880,2946,2907
"Primary education, pupils",Greece,..,..,..,..,..,..,..,..,..,..,..,907446,905542,909441,922298,927848,935730,937780,932978,922401,899546,900641,891488,890171,888440,889648,887735,865660,868335,853527,834688,813353,784707,749312,723701,710774,675267,652040,648608,645534,645313,636460,646343,652052,657492,650242,645324,639083,..,..,642639,637020,636713,633534,628753,643762,646577,649246,643187,635950,625523,610718,..
"Primary education, pupils",Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Grenada,..,..,..,..,..,..,..,..,..,..,..,30355,29795,28745,28129,22072,21195,20259,19618,19114,18720,18076,17739,17704,17265,17171,16538,17963,18231,..,19180,19811,21365,22345,22576,22679,21097,23313,22286,20017,16178,15974,17378,16598,15819,14427,..,13733,13873,14186,13663,13271,..,12948,13061,13445,13196,13464,13195,..,..,11817,..
"Primary education, pupils",Guam,..,..,..,..,..,..,..,..,..,..,..,17927,18437,18673,18477,17811,20215,20145,..,17744,18037,18093,17945,17807,17353,17130,16783,16733,16660,15516,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Guatemala,..,..,..,..,..,..,..,..,..,..,505691,531122,555975,571294,601189,627126,639783,680274,718846,756541,803404,874697,848116,930130,979888,1016474,1040781,1097851,1149134,..,1164937,1249413,1340657,1393921,1412720,1470754,1510811,1544709,1685411,1823989,1909389,1971539,2075694,..,2280706,2345301,2405041,2448976,2500575,2659776,2653483,2644683,2556314,2499076,2417429,2381916,2350849,2348863,2362116,2365800,2348398,2396898,2414945
"Primary education, pupils",Guinea,..,..,..,..,..,..,..,..,..,..,..,191287,163982,190576,196411,203143,198849,225727,237999,252100,262833,257547,249905,247702,246129,287804,276438,270140,288914,302809,310064,346807,359406,421869,471792,544729,584161,649835,674732,726561,790497,853623,997645,1073458,1147388,1206743,1258038,1317791,1364491,1389685,1453355,1536722,1599839,1666156,1729630,1649043,1776560,1929881,1998858,1989274,2107661,2072250,..
"Primary education, pupils",Guinea-Bissau,..,..,..,..,..,..,..,..,..,..,..,27974,32896,41437,49360,75634,81890,..,83139,80590,76709,74539,74803,74359,74979,76268,..,77004,75892,79035,..,..,79882,79611,91103,100369,106338,117033,125287,..,150041,181655,..,..,232292,252488,269287,..,..,..,278890,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Guyana,..,..,..,..,..,..,..,..,..,..,..,130484,130671,131580,132023,..,130240,140394,138144,137312,132075,130832,130003,126372,121869,117211,113857,112581,114700,118015,..,104241,100116,98134,98132,99664,100252,102000,..,107207,108909,109292,..,110828,..,116756,..,109243,107456,100760,99241,98662,94488,84988,81996,81315,79556,..,81186,81529,82466,..,..
"Primary education, pupils",Haiti,..,..,..,..,..,..,..,..,..,..,..,366846,391220,411009,431607,451140,487135,510716,517723,528611,580127,642391,658102,723041,783070,819565,872500,763412,..,..,..,..,926095,996856,1090366,1192986,1305620,1429280,1485722,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Honduras,..,..,..,..,..,..,..,..,..,..,381685,392668,412050,420714,442668,460744,483210,493223,524720,575152,601337,613633,671786,703608,736902,765809,810412,..,863313,..,889346,908446,959466,990352,1008181,1008092,1032595,1054964,1067582,1080869,1094792,..,..,1255859,1257358,1231533,1293333,1251733,1276495,1265963,1274904,1259405,1216739,1179022,1150042,1154139,1145093,1123945,1122115,1103956,1080048,1046037,1066542
"Primary education, pupils","Hong Kong SAR, China",..,..,..,..,..,..,..,..,..,..,..,739619,739944,725172,704536,677421,642611,606860,574822,553530,542327,540260,537123,538458,539856,536220,534903,531993,534309,535037,534450,524919,515938,501625,485061,476847,467718,..,461911,480069,496801,498175,497376,487465,472863,451171,429892,414501,389937,369047,348549,334415,326208,320654,324171,332531,340932,352469,365732,376310,377202,368255,352975
"Primary education, pupils",Hungary,..,..,..,..,..,..,..,..,..,..,..,528053,517494,518002,528074,548773,567331,584960,590268,584236,586230,602318,647100,682038,707729,708415,677387,644816,596965,561356,530993,506800,497771,494107,507617,508003,507238,502555,504046,503302,500946,489768,477865,464013,446610,430561,415858,399250,394246,389510,387969,387262,384834,385466,393020,395549,394433,390970,373837,364424,358766,367591,..
"Primary education, pupils",Iceland,..,..,..,..,..,..,..,..,..,..,..,27066,27336,27217,27046,26922,26418,25924,25138,24687,24599,24736,24809,25018,25280,25058,24603,24560,25108,25420,25525,29816,29649,29351,28960,29138,29221,29342,29705,30355,31282,31786,31465,31470,30984,30785,30421,30084,29945,29860,29568,29432,29387,29578,29892,30422,31194,31981,32421,32811,32832,33023,..
"Primary education, pupils",India,..,..,..,..,..,..,..,..,..,..,..,57045440,58818644,62400628,63125100,64855640,65660024,69060728,67360992,68602224,71183224,73873184,76105904,79506944,82590192,83932704,87440512,87129224,90459728,95739976,97318112,99118320,101577088,105370216,108200536,109043664,109734288,110390408,109412904,110985880,113612544,113826976,115194576,125568600,..,..,..,137742640,139317984,138368128,..,135316944,..,132043360,..,127827864,126563424,123807888,..,120044808,121700128,122027752,131348080
"Primary education, pupils",Indonesia,..,..,..,..,..,..,..,..,..,..,14870220,15519557,16140125,16643900,16892010,17776616,18779944,19783270,22024820,..,..,25537052,27026488,27990276,29108580,29909188,29897116,29882556,29999990,30130564,29933790,29753576,29577704,29598790,29876196,29721860,29447990,29236284,29273302,29294928,28508964,28690132,28926376,29050834,29142092,29149746,28982708,29796704,29498266,29901052,30341820,30662440,30784378,30109356,29838440,29699772,29450356,29351816,29425748,29120792,29329968,29241826,28829724
"Primary education, pupils","Iran, Islamic Rep.",..,..,..,..,..,..,..,..,..,..,..,3415650,3230880,3445528,3646421,4119157,4468299,4768588,5020686,4395000,4929000,4799000,5283377,5592808,5994403,6343300,6788323,7232820,7757707,8262441,8817145,9369646,9787593,9937369,9862817,9745600,9593784,9238393,9065214,8667147,8287537,7968437,7513015,7028924,6647917,6206718,6006553,5827851,5725620,5695590,5629585,5678434,5746859,7857540,7441078,7670175,8006278,8171667,..,8533709,8670052,..,..
"Primary education, pupils",Iraq,..,..,..,..,..,..,..,..,..,..,..,1098865,1195530,1297756,1408929,1523955,1776095,1949718,2048566,2459999,2609182,2615910,2637023,2620883,2698542,2754887,2816326,2920959,2996953,3023132,..,3328212,2824556,2857467,..,..,2903923,..,..,3603864,3639362,..,..,4280602,4334609,..,..,4864350,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Ireland,..,..,..,..,..,..,..,..,..,..,..,399700,399560,403700,399894,402219,404818,406432,410402,414624,418247,419998,420871,421539,420444,420665,420236,422150,423402,423662,422396,416747,408567,402226,391998,380983,367689,358830,465186,456564,449638,443617,445947,447618,450413,454060,461588,475836,486921,498838,..,..,..,..,..,..,..,..,..,..,570381,557157,..
"Primary education, pupils",Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Israel,..,..,..,..,..,..,..,..,..,..,..,..,..,388057,396193,405759,416206,427923,441226,452905,474427,487345,500721,517174,527968,534025,537547,534514,537493,533635,525606,544748,567496,582504,595525,618513,631916,..,..,662329,676676,684986,693567,702128,714410,721999,736255,757809,769328,786094,807424,821481,842079,848721,861699,883706,896526,917118,936214,957167,979555,998253,..
"Primary education, pupils",Italy,..,..,..,..,..,..,..,..,..,..,..,4856953,4926336,4973881,4969667,4927452,4833415,4735301,4648504,4562441,4506566,4422888,4332584,4204272,4062756,3904143,3703108,3518316,3370509,3237594,3140113,3055883,3004264,2959564,2863279,2815631,2816128,2810158,2818053,2875852,2836333,2810337,2789880,2778877,2768386,2771247,2790254,2820150,2830056,2819193,2822146,2827564,2818734,2860957,2862666,2856247,2831821,2902379,2870763,2834910,2762544,2671011,..
"Primary education, pupils",Jamaica,..,..,..,..,..,..,..,..,..,..,..,376075,387740,379496,395036,372260,371876,367525,368046,370516,363420,359488,363593,361426,355248,347705,340059,342569,333997,339163,339023,339500,..,333104,..,..,..,..,..,319690,326847,328496,329762,325302,331286,326411,..,310021,315129,312262,294285,289612,283628,278331,266201,259449,253196,246972,248836,232694,220074,217131,213212
"Primary education, pupils",Japan,..,..,..,..,..,..,..,..,..,..,..,9630815,9728516,9825682,9816536,10088776,10364846,10609985,10819651,11146874,11629110,11826573,11924653,11901520,11739452,11464221,11095372,10665404,10226323,9872520,9606627,9373295,9157429,8947226,8798082,8612106,8370246,8105629,7883565,7691872,..,..,..,..,..,..,..,..,..,..,..,..,..,6801716,6714539,6638174,6581949,6531731,6504523,6494115,6440317,..,..
"Primary education, pupils",Jordan,..,..,..,..,..,..,..,..,..,..,..,277619,298802,326111,352696,371631,386012,402401,414490,431107,448411,454391,467696,473027,487890,504226,530906,542519,570795,575464,590275,618274,651783,669755,675316,677945,683400,..,692550,706198,723508,..,766093,786154,799888,804904,805457,807702,817160,..,819601,834958,849390,883453,979792,..,1049674,1106611,1133982,1147202,1126254,1112411,1113808
"Primary education, pupils",Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1064000,..,..,..,..,1147700,..,..,1142400,1162777,1205572,1239817,1258529,1251111,1367066,1372600,1342035,1290810,1248900,1208320,1190069,1158299,1120005,1079598,1023974,972931,947807,956019,950976,957919,985599,1008459,1056915,1122282,1196027,1273774,1356500,1406967,1461448,1513077,1525544,1558744
"Primary education, pupils",Kenya,..,..,..,..,..,..,..,..,..,..,1263738,1352348,1492679,1621142,2491606,2653716,2651403,2737709,2736389,3416557,3575222,3612669,3813077,3938522,3927269,3884806,4012777,4138463,4212741,4389718,4389124,4437893,4514876,4610074,4557496,4540147,..,..,4828169,4782375,5034858,5148371,4903529,5811381,5926078,6075706,6101390,6687510,6868810,7150259,..,..,8053125,..,8158000,8168710,8290450,..,..,7690795,7612735,7829618,7813500
"Primary education, pupils",Kiribati,..,..,..,..,..,..,..,..,..,..,..,11125,13962,11540,..,14862,12792,13679,13481,13192,13235,13383,13836,13612,13194,13440,13331,13242,13551,14321,14709,15570,16020,16316,16800,17017,17279,17594,17557,14328,14566,15693,14809,15798,15611,16133,16087,15764,16123,15566,15680,15468,14990,14697,16192,15915,16880,16695,18142,18438,18404,..,..
"Primary education, pupils","Korea, Dem. People's Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1546554,..,..,..,..,..,..,..,..,1507780,..,..,..,..
"Primary education, pupils","Korea, Rep.",..,..,..,..,..,..,..,..,..,..,..,5749301,5807448,5775880,5692285,5618768,5599074,5503737,5514417,5604365,5640712,5658002,5586494,5465248,5257164,5040958,4856752,4798323,4771722,4819857,4894261,4868520,4758505,4560128,4347317,4110302,3915848,3794447,3844949,3945977,4030413,4099649,4148432,4185330,4125529,4031590,3933186,3837761,3679629,3481764,3306211,3139724,2959090,2790890,2736224,2721766,2680126,2681815,2719358,2755682,2702647,2681829,..
"Primary education, pupils",Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Kuwait,..,..,..,..,..,..,..,..,..,..,..,75513,81671,88299,94039,101876,111820,125120,135479,139443,145626,148983,154772,160188,165696,170616,172975,176378,181607,185464,189560,124996,114641,122930,129956,131264,141841,143286,142308,139691,140182,141419,148712,154056,158271,202826,203423,211576,208608,210665,213733,223688,230280,239231,252585,264185,271285,275334,279956,276318,278958,265113,..
"Primary education, pupils",Kyrgyz Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,306000,..,..,..,..,342600,..,..,332900,340800,352204,361163,369172,380595,387580,473463,477914,473488,469779,465596,458660,453357,449399,444417,434155,423930,407669,399833,392485,390711,390963,405318,419064,434642,451212,469852,501011,528627,551210,565711,577057,585420
"Primary education, pupils",Lao PDR,..,..,..,..,..,..,..,..,..,..,..,244803,266790,274067,..,..,317126,414423,424330,451814,463098,479291,480535,480871,485741,495375,523347,..,558852,..,563734,576472,580792,637359,681044,710702,757551,786335,821546,827664,831521,828113,852857,875300,884629,890821,891881,891807,900817,908880,916341,900123,883938,878283,870893,850466,827987,808705,786246,770659,760566,756191,738642
"Primary education, pupils",Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141376,141731,141364,140803,140815,140744,164377,165140,166072,135722,143338,146250,137095,132059,132465,139925,146653,146650,141408,134919,125634,113923,103359,92453,84369,78796,121345,117129,114236,113691,113668,113410,114089,114660,117303,120308,121506,121674,120787,120051,119274,..
"Primary education, pupils",Lebanon,..,..,..,..,..,..,..,..,..,..,..,435066,..,..,448535,..,..,..,380695,..,388482,405402,398977,382500,..,329340,..,399029,..,346534,..,..,345662,346763,360858,365174,367862,382309,397905,413753,404169,476489,474396,471777,476446,475798,470988,473134,467311,464442,461719,456985,456206,471626,480923,491455,486613,502505,509280,516514,517092,509734,519794
"Primary education, pupils",Lesotho,..,..,..,..,..,..,..,..,..,..,175420,171454,176404,187459,218038,221922,222004,226019,228523,235604,244838,259046,277945,289590,297484,314003,319128,331857,345524,348818,351632,361144,362657,354275,366935,378011,374628,368895,369535,364951,410745,415007,418668,429720,427009,422278,424855,400943,396041,389424,388681,385437,381690,369469,366048,361637,360756,367931,..,..,..,..,..
"Primary education, pupils",Liberia,..,..,..,..,..,..,..,..,..,..,80217,84959,90192,..,..,104056,100217,..,129776,134658,147216,..,..,..,132889,..,..,..,..,..,..,..,..,..,..,..,..,..,296188,395611,496253,..,..,..,..,..,488438,..,539887,605236,..,674534,..,..,683977,684404,655049,635478,..,..,607558,..,..
"Primary education, pupils",Libya,..,..,..,..,..,..,..,..,..,..,..,350225,407805,455449,488882,522473,556169,571723,574770,630423,645186,662843,..,721710,..,..,748733,..,..,..,..,..,..,..,..,..,..,..,..,821775,..,766087,750204,739028,745428,713902,755338,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2218,2266,2242,2247,2244,2158,2133,2067,2014,1980,..,1929,1977,1998,2005,1999,1979,1978,1984,..
"Primary education, pupils",Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,172064,..,..,..,..,172349,..,..,191655,193436,202222,202970,210834,215175,221569,223662,225701,222278,219661,218181,211650,197463,183542,170216,158105,150422,143814,135719,129496,122458,115581,111389,109028,108115,108038,110193,113881,116626,117676,118616,116682,..
"Primary education, pupils",Luxembourg,..,..,..,..,..,..,..,..,..,..,35976,34530,34527,33846,34490,29749,29430,29032,28465,27510,25604,24628,23838,22780,21979,..,22003,21959,23375,..,..,23465,..,..,28205,27082,27844,28437,29094,31492,32458,33266,33966,34081,34603,35016,35431,35668,35630,..,35187,35099,35397,35250,35435,35920,36626,37452,38173,39146,40018,40575,..
"Primary education, pupils","Macao SAR, China",..,..,..,..,..,..,..,..,..,..,..,25052,23659,23095,20205,19777,20758,24700,22560,24145,..,..,..,..,..,..,..,..,..,31917,32935,34972,37872,40665,..,..,..,..,..,46893,47262,45663,44368,41917,39872,37401,34739,32932,30487,27483,25326,23785,22646,22231,22862,24252,26436,28438,30169,32530,33961,35450,36791
"Primary education, pupils",Madagascar,..,..,..,..,..,..,..,..,..,..,..,938015,1004445,1030342,1033993,1133013,1210841,1311179,1398936,1454554,1597596,1723779,1731383,1701601,1651012,1625216,..,..,1487728,1534142,1512322,1570721,1496845,1490317,1504668,1511408,1638187,..,1889885,2012416,2208321,2307500,2407644,2856480,3366470,3597731,3698906,3837343,4020322,4323981,4241916,4305069,4402722,4483030,4610722,4763524,4733726,5004479,4860888,4648600,4774795,5349010,5125026
"Primary education, pupils",Malawi,..,..,..,..,..,..,..,..,..,..,..,314629,378812,424983,482304,546085,571389,583039,586759,611983,667222,691245,754588,736816,707699,757334,794782,862834,901327,1034341,1144880,1212337,1476592,1589948,1726325,2588662,2604130,..,2525323,2581698,2694645,2845836,2846589,..,2841640,2868038,2933557,2943248,3197928,3250111,3417404,3564199,3687625,3951611,4096614,4204502,4280527,4433977,4441839,4593328,..,4279070,4287735
